timestamp,req_id,latency_ms,status
2026-04-11 21:47:31.397113,7d87a508-5ea0-4ae7-b12b-d3bfd60dc08c,7.01,200
2026-04-11 21:47:31.453202,e0d8912d-5fdf-4026-abac-6c729a1517fd,5.05,200
2026-04-11 21:47:31.507035,e2bf017a-554f-4311-9e29-2ef48bea802e,3.48,200
2026-04-11 21:47:31.585706,6d0f7a87-ac35-46e0-9a21-0c4f822bbf1d,27.95,200
2026-04-11 21:47:31.663354,4fa61200-5318-43fd-a9a1-1de45de8bc80,26.84,200
2026-04-11 21:47:31.743650,b9163e21-a6ba-4030-b576-6619bef08595,28.95,200
2026-04-11 21:47:31.796976,422cda44-e998-433c-99fb-ba44023f4bd1,2.62,200
2026-04-11 21:47:31.866215,e5c11b40-63ca-4728-ba8a-57c6a3972756,17.53,200
2026-04-11 21:47:31.921112,bee4fe2b-0014-40f1-85cf-44215900941c,3.44,200
2026-04-11 21:47:31.991139,2e776e51-308b-4b74-931e-587cfae4f38f,19.36,200
